cong,idno,state,cd,statenm,party,name,dwnom1,dwnom2,bootse1,bootse2,corr12,logl,nchoices,errors,gmp
48,141,31,0, IOWA   ,200, ALLISON W.B  ,.15700001,.017999999,.035399999,.034699999,-.0174,-97.646553,315,51,.73299998
48,7489,32,0, KANSAS ,200, PLUMB P.B.   ,.20999999,.89999998,.049400002,.042399999,.16249999,-90.676437,266,44,.71100003
48,4801,32,0, KANSAS ,200, INGALLS J.J  ,.113,.42500001,.0208,.0559,.32170001,-119.59636,301,56,.67199999
48,10166,51,0, KENTUCK,100, WILLIAMS J.  ,-.59799999,.26100001,.1086,.080200002,-.018100001,-96.477867,242,53,.671
48,560,51,0, KENTUCK,100, BECK J.B.    ,-.63800001,-.034000002,.078299999,.049400002,.082199998,-91.440987,299,43,.73699999
48,5017,45,0, LOUISIA,100, JONAS B.F.   ,-.64399999,.017999999,.082000002,.059099998,.1133,-93.314079,302,49,.73400003
48,3565,45,0, LOUISIA,100, GIBSON R.L.  ,-.53500003,-.234,.087700002,.081500001,.068099998,-57.20927,177,27,.72399998
48,3385,2,0, MAINE  ,200, FRYE W.P.    ,.21799999,-.435,.060899999,.0502,.00019999999,-72.386009,303,39,.787
48,3917,2,0, MAINE  ,200, HALE E.      ,.14300001,-.28600001,.056200001,.046799999,.094800003,-73.516113,201,29,.69400001
48,3850,52,0, MARYLAN,100, GROOME J.B.  ,-.53399998,-.49000001,.069799997,.063100003,.1358,-84.942947,260,41,.72100002
48,3709,52,0, MARYLAN,100, GORMAN A.P.  ,-.47400001,-.46900001,.070200004,.055500001,.2172,-68.77034,219,30,.73100001
48,2423,3,0, MASSACH,200, DAWES H.L.   ,.16599999,-.48699999,.0568,.039900001,-.052200001,-70.496971,316,29,.80000001
48,4462,3,0, MASSACH,200, HOAR G.F.    ,.114,-.58499998,.046500001,.037999999,-.0108,-72.98143,278,38,.76899999
48,7181,23,0, MICHIGA,200, PALMER T.W.  ,.22,.034000002,.064400002,.065499999,.28549999,-70.719383,279,32,.77600002
48,1981,23,0, MICHIGA,200, CONGER O.D.  ,.24600001,.014,.064999998,.0638,.31720001,-119.89381,396,58,.73900002
48,6355,33,0, MINNESO,200, MCMILLAN S.  ,.27200001,-.138,.1054,.065899998,.067400001,-91.875427,328,46,.75599998
48,8165,33,0, MINNESO,200, SABIN D.M.   ,.085000001,-.064999998,.0352,.076099999,.1196,-52.036861,156,25,.71600002
48,5416,46,0, MISSISS,100, LAMAR L.Q.C  ,-.54799998,-.42899999,.0616,.057399999,.0416,-58.960918,191,29,.73400003
48,3532,46,0, MISSISS,100, GEORGE J.Z.  ,-.625,.27399999,.1002,.080399998,.0254,-140.52747,314,74,.639
48,1892,34,0, MISSOUR,100, COCKRELL F.  ,-.74400002,.64700001,.1158,.042800002,-.0117,-62.019772,267,26,.79299998
48,9665,34,0, MISSOUR,100, VEST G.G.    ,-.79400003,.72100002,.1221,.074900001,-.0255,-90.493797,339,41,.76599997
48,5951,35,0, NEBRASK,200, MANDERSON C  ,.12899999,.048,.030099999,.073299997,.2175,-101.00759,336,49,.74000001
48,9643,35,0, NEBRASK,200, VAN WYCK C.  ,.039000001,.99900001,.0517,.098099999,-.028999999,-122.61155,296,59,.66100001
48,3045,65,0, NEVADA ,100, FAIR J.G.    ,-.47999999,-.207,.079099998,.078400001,.1371,-64.489594,187,25,.708
48,5046,65,0, NEVADA ,200, JONES J.P.   ,.064000003,.063000001,.027000001,.0436,.27180001,-75.946716,228,36,.71700001
48,765,4,0, NEW HAM,200, BLAIR H.W.   ,.198,-.336,.057300001,.048099998,.025800001,-120.13011,343,59,.70499998
48,7447,4,0, NEW HAM,200, PIKE A.F.    ,.044,-.69499999,.0359,.1002,-.18619999,-86.271172,333,38,.77200001
48,6375,12,0, NEW JER,100, MCPHERSON J  ,-.509,-.79699999,.087099999,.038199998,.40459999,-75.822884,188,37,.66799998
48,8379,12,0, NEW JER,200, SEWELL W.J.  ,.059,-.35499999,.041200001,.052299999,.16689999,-82.727524,252,44,.72000003
48,5473,13,0, NEW YOR,200, LAPHAM E.G.  ,.219,-.198,.086900003,.081799999,.1045,-80.775703,278,43,.74800003
48,6514,13,0, NEW YOR,200, MILLER W.    ,.17299999,-.27500001,.0484,.0579,.054400001,-78.3358,273,42,.75099999
48,7737,47,0, NORTH C,100, RANSOM M.W.  ,-.542,-.147,.058600001,.041499998,.061299998,-73.035408,244,35,.741
48,9601,47,0, NORTH C,100, VANCE Z.B.   ,-.792,.23999999,.099699996,.078000002,.082099997,-84.039917,290,42,.74800003
48,8454,24,0, OHIO   ,200, SHERMAN J.   ,.064000003,-.207,.0274,.0396,-.0319,-114.24142,284,66,.66900003
48,7319,24,0, OHIO   ,100, PENDLETON G  ,-.65799999,-.23199999,.082699999,.067299999,.085699998,-97.640282,272,48,.69800001
48,8567,72,0, OREGON ,100, SLATER J.H.  ,-.69999999,.079000004,.089299999,.065300003,.1645,-81.00386,247,31,.72000003
48,2649,72,0, OREGON ,200, DOLPH J.N.   ,.142,-.113,.040199999,.067400001,.092,-138.35538,349,63,.67299998
48,6566,14,0, PENNSYL,200, MITCHELL J.  ,.211,-.41499999,.082999997,.072999999,-.029300001,-95.01049,321,49,.74400002
48,1435,14,0, PENNSYL,200, CAMERON J.D  ,.090999998,.113,.0288,.040199999,.1754,-37.971321,91,20,.65899998
48,71,5,0, RHODE I,200, ALDRICH N.W  ,.17299999,-.74400002,.055399999,.066500001,-.1997,-52.993469,236,18,.79900002
48,212,5,0, RHODE I,200, ANTHONY H.B  ,.23100001,-.671,.052299999,.079899997,-.038699999,-6.3852401,30,5,.80800003
48,8429,5,0, RHODE I,200, SHEFFIELD W  ,.34400001,-.875,.17030001,.3748,.5018,-6.3664598,28,3,.79699999
48,1613,5,0, RHODE I,200, CHACE J.     ,.198,-.359,.062600002,.078699999,.0744,-29.85162,100,13,.74199998
48,4020,48,0, SOUTH C,100, HAMPTON W.   ,-.59799999,-.421,.061700001,.040199999,.1116,-76.029732,325,31,.79100001
48,1344,48,0, SOUTH C,100, BUTLER M.C.  ,-.56300002,-.477,.061500002,.036899999,.23270001,-95.346001,264,43,.69700003
48,4104,54,0, TENNESS,100, HARRIS I.G.  ,-.71700001,.126,.089699998,.053199999,.0219,-130.45047,358,60,.69499999
48,4852,54,0, TENNESS,100, JACKSON H.E  ,-.52499998,-.085000001,.081699997,.074900001,.1067,-112.90082,347,56,.722
48,1915,49,0, TEXAS  ,100, COKE R.      ,-.79699999,.41,.107,.064999998,-.1345,-97.898331,390,42,.778
48,6093,49,0, TEXAS  ,100, MAXEY S.B.   ,-.736,.294,.083999999,.0836,-.068099998,-127.33763,358,63,.70099998
48,2855,6,0, VERMONT,200, EDMUNDS G.F  ,.191,-.98400003,.059799999,.1122,-.28,-102.5497,288,57,.69999999
48,6696,6,0, VERMONT,200, MORRILL J.S  ,.171,-.94800001,.057599999,.056400001,-.27340001,-90.733818,364,42,.77899998
48,7894,40,0, VIRGINI,114, RIDDLEBERGE  ,-.088,.20100001,.0211,.067299999,.1486,-88.86483,197,39,.63700002
48,5926,40,0, VIRGINI,114, MAHONE W.    ,.28400001,.30000001,.0964,.084899999,.4321,-68.123352,195,35,.70499998
48,5173,56,0, WEST VI,100, KENNA J.E.   ,-.60699999,-.13699999,.084600002,.085199997,-.075300001,-55.4911,182,31,.73699999
48,1432,56,0, WEST VI,100, CAMDEN J.N.  ,-.55299997,-.57099998,.066200003,.049600001,.1602,-61.131512,199,29,.736
48,8239,25,0, WISCONS,200, SAWYER P.    ,.264,.003,.081900001,.0546,.30489999,-87.815758,358,41,.78200001
48,1434,25,0, WISCONS,200, CAMERON A.   ,.132,.118,.032099999,.0616,.21709999,-122.79969,367,59,.71600002
49,6682,41,0, ALABAMA,100, MORGAN  J.   ,-.71700001,-.35299999,.0449,.046,-.046,-104.60779,234,59,.63999999
49,7644,41,0, ALABAMA,100, PUGH  J.L.   ,-.583,.0020000001,.071400002,.0528,-.0016,-145.5006,383,68,.68400002
49,5042,42,0, ARKANSA,100, JONES  J.K.  ,-.71899998,.245,.1015,.1089,.1223,-114.76834,352,50,.722
49,674,42,0, ARKANSA,100, BERRY  J.H.  ,-.833,.51899999,.1049,.1539,-.1512,-100.81834,424,46,.78799999
49,8836,71,0, CALIFOR,200, STANFORD     ,.066,-.035,.0337,.076399997,.35960001,-78.530746,213,41,.69199997
49,4266,71,0, CALIFOR,100, HEARST  G.   ,-.414,-.001,.064199999,.0964,.068800002,-51.898609,110,23,.62400001
49,10131,71,0, CALIFOR,200, WILLIAMS     ,.35800001,.34299999,.15979999,.2007,.1592,-31.17901,130,13,.787
49,900,62,0, COLORAD,200, BOWEN  T.M.  ,.204,.331,.053399999,.076899998,.25920001,-58.470551,196,29,.74199998
49,9246,62,0, COLORAD,200, TELLER  H.   ,.154,.18799999,.070799999,.069300003,.28999999,-154.83572,403,68,.68099999
49,7482,1,0, CONNECT,200, PLATT  O.H.  ,.30899999,-.99000001,.058499999,.1292,-.51349998,-103.2028,341,60,.73900002
49,4220,1,0, CONNECT,200, HAWLEY  J.   ,.139,-.736,.042399999,.061799999,-.025900001,-134.90244,378,71,.69999999
49,8222,11,0, DELAWAR,100, SAULSBURY    ,-.81099999,-.37200001,.084100001,.074699998,.13339999,-113.24632,285,48,.67199999
49,3765,11,0, DELAWAR,100, GRAY  G.     ,-.66299999,-.54500002,.1147,.1006,.4795,-102.79768,327,56,.73000002
49,1425,43,0, FLORIDA,100, CALL  W.     ,-.54900002,.014,.071199998,.058499999,.0148,-180.69054,418,92,.64899999
49,1953,44,0, GEORGIA,100, COLQUITT     ,-.57999998,-.193,.071900003,.057,-.0037,-90.342163,252,34,.699
49,1126,44,0, GEORGIA,100, BROWN  J.E.  ,-.42399999,-.62099999,.075300001,.049199998,.1085,-129.26797,335,68,.68000001
49,2239,21,0, ILLINOI,200, CULLOM  S.   ,.13500001,-.154,.043200001,.058899999,-.0071,-125.20529,392,59,.727
49,5746,21,0, ILLINOI,200, LOGAN  J.A.  ,.15800001,.103,.077799998,.096699998,.29069999,-52.043758,187,23,.75700003
49,3075,21,0, ILLINOI,200, FARWELL  C.  ,.138,-.278,.048300002,.075099997,.088600002,-20.1127,98,7,.81400001
49,9685,22,0, INDIANA,100, VOORHEES     ,-.417,.033,.049800001,.057300001,.0964,-76.624207,230,33,.71700001
49,4124,22,0, INDIANA,200, HARRISON     ,.169,-.215,.049199998,.059300002,.16150001,-66.336693,285,29,.792
49,10234,31,0, IOWA   ,200, WILSON  J.   ,.212,.119,.0524,.050999999,.25220001,-150.63414,424,77,.70099998
49,141,31,0, IOWA   ,200, ALLISON  W.  ,.164,-.001,.0361,.039099999,-.0458,-107.33201,352,56,.73699999
49,4801,32,0, KANSAS ,200, INGALLS  J.  ,.105,.426,.022500001,.062399998,.37079999,-159.33902,338,83,.62400001
49,7489,32,0, KANSAS ,200, PLUMB  P.B.  ,.18099999,.97100002,.063900001,.047499999,.1936,-111.88918,295,53,.68400002
49,751,51,0, KENTUCK,100, BLACKBURN    ,-.685,.066,.088299997,.098999999,.1126,-131.38139,321,59,.66399997
49,560,51,0, KENTUCK,100, BECK  J.B.   ,-.60799998,-.028000001,.0748,.057999998,.1265,-94.590088,350,33,.76300001
49,3565,45,0, LOUISIA,100, GIBSON  R.   ,-.53200001,-.285,.071099997,.057399999,.1044,-81.034866,261,35,.73299998
49,3000,45,0, LOUISIA,100, EUSTIS  J.   ,-.54500002,.035,.0836,.073399998,.2236,-106.84511,355,51,.74000001
49,3917,2,0, MAINE  ,200, HALE  E.     ,.161,-.30199999,.054200001,.041900001,.095799997,-88.757797,262,46,.713
49,3385,2,0, MAINE  ,200, FRYE  W.P.   ,.23100001,-.42300001,.057100002,.045600001,-.0187,-105.26096,376,47,.75599998
49,10217,52,0, MARYLAN,100, WILSON  E.   ,-.69499999,-.34299999,.0594,.079800002,.097999997,-91.657707,313,44,.74599999
49,3709,52,0, MARYLAN,100, GORMAN  A.   ,-.46799999,-.486,.069300003,.0438,.19050001,-95.05986,298,46,.727
49,4462,3,0, MASSACH,200, HOAR  G.F.   ,.123,-.58899999,.042599998,.043200001,-.082000002,-101.82172,371,42,.75999999
49,2423,3,0, MASSACH,200, DAWES  H.L.  ,.182,-.48300001,.057100002,.0416,-.095299996,-87.480667,332,38,.76800001
49,7181,23,0, MICHIGA,200, PALMER  T.   ,.22,.034000002,.064400002,.065499999,.28549999,-87.905891,326,36,.764
49,1981,23,0, MICHIGA,200, CONGER  O.   ,.24600001,.014,.064999998,.0638,.31720001,-131.29474,390,62,.71399999
49,6355,33,0, MINNESO,200, MCMILLAN     ,.28299999,-.186,.1125,.085000001,.0977,-100.74006,383,44,.76899999
49,8165,33,0, MINNESO,200, SABIN  D.M.  ,.085000001,-.064999998,.0352,.076099999,.1196,-55.866711,212,21,.76800001
49,3532,46,0, MISSISS,100, GEORGE  J.   ,-.625,.27700001,.085299999,.075099997,.012,-139.08604,360,70,.68000001
49,9793,46,0, MISSISS,100, WALTHALL     ,-.56699997,.13600001,.1014,.1032,.19599999,-126.25021,427,58,.74400002
49,9665,34,0, MISSOUR,100, VEST  G.G.   ,-.76300001,.56400001,.1063,.069499999,-.0177,-147.4261,353,67,.65899998
49,1892,34,0, MISSOUR,100, COCKRELL     ,-.70599997,.528,.1018,.039900001,-.049600001,-98.78524,340,55,.74800003
49,9643,35,0, NEBRASK,200, VANWYCK      ,.039000001,.99900001,.0517,.098099999,-.028999999,-81.719719,253,41,.72399998
49,5951,35,0, NEBRASK,200, MANDERSON    ,.134,.012,.0305,.050299998,.20829999,-95.747543,330,43,.74800003
49,5046,65,0, NEVADA ,200, JONES  J.P.  ,.063000001,.101,.027000001,.061799999,.32350001,-72.468102,205,32,.70200002
49,3045,65,0, NEVADA ,100, FAIR  J.G.   ,-.47999999,-.207,.079099998,.078400001,.1371,-41.437469,115,15,.69700003
49,765,4,0, NEW HAM,200, BLAIR  H.W.  ,.21699999,-.29699999,.0616,.053300001,-.0068000001,-103.07188,384,43,.76499999
49,7447,4,0, NEW HAM,200, PIKE  A.F.   ,.044,-.69499999,.0359,.1002,-.18619999,-13.89445,58,5,.787
49,1683,4,0, NEW HAM,200, CHENEY  P.   ,.123,-.49000001,.1071,.1788,.041999999,-30.461451,117,15,.77100003
49,8379,12,0, NEW JER,200, SEWELL  W.   ,.097999997,-.33500001,.043000001,.066399999,.1321,-86.06279,229,46,.68699998
49,6375,12,0, NEW JER,100, MCPHERSON    ,-.498,-.82800001,.084600002,.041200001,.396,-68.040901,197,36,.708
49,6514,13,0, NEW YOR,200, MILLER  W.   ,.17299999,-.27500001,.0484,.0579,.054400001,-81.388184,324,35,.778
49,3024,13,0, NEW YOR,200, EVARTS  W.   ,.149,-.456,.044799998,.0603,-.070299998,-98.862373,354,49,.75599998
49,7737,47,0, NORTH C,100, RANSOM  M.   ,-.54699999,-.219,.063299999,.040100001,.1367,-103.44701,290,57,.69999999
49,9601,47,0, NORTH C,100, VANCE  Z.B.  ,-.80400002,.24600001,.0933,.079599999,.1693,-87.516907,337,40,.77100003
49,7272,24,0, OHIO   ,100, PAYNE  H.B.  ,-.32800001,-.368,.0319,.057100002,.1184,-123.68803,347,53,.69999999
49,8454,24,0, OHIO   ,200, SHERMAN  J.  ,.071999997,-.23199999,.029999999,.043200001,-.053399999,-154.4574,377,83,.66399997
49,2649,72,0, OREGON ,200, DOLPH  J.N.  ,.17299999,-.12,.046700001,.055300001,.1274,-126.61907,352,58,.69800001
49,6565,72,0, OREGON ,200, MITCHELL     ,.171,.34,.031500001,.058699999,.2304,-167.69707,393,86,.653
49,1435,14,0, PENNSYL,200, CAMERON  J.  ,.093999997,.113,.0295,.0414,.16150001,-106.07669,279,55,.68400002
49,6566,14,0, PENNSYL,200, MITCHELL     ,.211,-.41499999,.082999997,.072999999,-.029300001,-24.748739,89,12,.75700003
49,1613,5,0, RHODE I,200, CHACE  J.    ,.198,-.359,.062600002,.078699999,.0744,-92.881622,231,51,.66900003
49,71,5,0, RHODE I,200, ALDRICH  N.  ,.197,-.71799999,.0524,.056400001,-.1779,-71.02948,218,37,.722
49,4020,48,0, SOUTH C,100, HAMPTON  W.  ,-.61900002,-.45699999,.0572,.048,.1716,-92.431557,282,36,.72100002
49,1344,48,0, SOUTH C,100, BUTLER  M.   ,-.55599999,-.41800001,.058600001,.034499999,.18979999,-119.18034,310,65,.68099999
49,4104,54,0, TENNESS,100, HARRIS  I.   ,-.71399999,.082000002,.0792,.050999999,.061000001,-123.23735,407,62,.73900002
49,4852,54,0, TENNESS,100, JACKSON  H.  ,-.52499998,-.085000001,.081699997,.074900001,.1067,-20.36916,79,9,.773
49,10076,54,0, TENNESS,100, WHITTHORNE   ,-.713,-.090000004,.084700003,.1111,.27000001,-111.5341,317,55,.70300001
49,6093,49,0, TEXAS  ,100, MAXEY  S.B.  ,-.80900002,.27000001,.096900001,.1145,-.066699997,-126.03961,363,55,.70700002
49,1915,49,0, TEXAS  ,100, COKE  R.     ,-.78799999,.377,.095700003,.0605,-.16150001,-118.82346,415,49,.75099999
49,6696,6,0, VERMONT,200, MORRILL  J.  ,.17900001,-.94700003,.0572,.061000001,-.2606,-78.779266,292,43,.764
49,2855,6,0, VERMONT,200, EDMUNDS  G.  ,.206,-.98299998,.0638,.1204,-.2545,-130.071,353,62,.69199997
49,7894,40,0, VIRGINI,200, RIDDLEBERGE  ,-.088,.20100001,.0211,.067299999,.1486,-122.66965,241,59,.60100001
49,5926,40,0, VIRGINI,200, MAHONE  W.   ,.28400001,.30000001,.0964,.084899999,.4321,-63.588211,254,24,.77899998
49,1432,56,0, WEST VI,100, CAMDEN  J.   ,-.55299997,-.57099998,.066200003,.049600001,.1602,-39.827419,144,20,.75800002
49,5173,56,0, WEST VI,100, KENNA  J.E.  ,-.58399999,-.142,.077200003,.0682,-.1118,-101.45299,268,47,.685
49,8800,25,0, WISCONS,200, SPOONER  J.  ,.108,-.189,.038400002,.064400002,-.0229,-95.794823,385,38,.77999997
49,8239,25,0, WISCONS,200, SAWYER  P.   ,.237,-.1,.07,.0469,.21160001,-102.68058,376,48,.76099998
50,7644,41,0, ALABAMA,100, PUGH  J.L.   ,-.56199998,.025,.0634,.0524,-.0493,-62.666981,277,26,.79799998
50,6682,41,0, ALABAMA,100, MORGAN  J.   ,-.671,-.34099999,.039299998,.041299999,-.033300001,-63.401661,243,34,.76999998
50,674,42,0, ARKANSA,100, BERRY  J.H.  ,-.81999999,.47099999,.090400003,.1252,-.1505,-44.78698,330,23,.87300003
50,5042,42,0, ARKANSA,100, JONES  J.K.  ,-.70499998,.211,.085500002,.088,.1148,-61.884281,282,36,.80299997
50,8836,71,0, CALIFOR,200, STANFORD     ,.066,-.035,.0337,.076399997,.35960001,-16.505659,71,9,.79299998
50,4266,71,0, CALIFOR,100, HEARST  G.   ,-.414,-.001,.064199999,.0964,.068800002,-31.302469,92,17,.71200001
50,9246,62,0, COLORAD,200, TELLER  H.   ,.11,.178,.0592,.065800004,.2854,-62.33427,328,32,.82700002
50,900,62,0, COLORAD,200, BOWEN  T.M.  ,.204,.331,.053399999,.076899998,.25920001,-15.91767,134,4,.88800001
50,7482,1,0, CONNECT,200, PLATT  O.H.  ,.331,-.949,.051199999,.1136,-.53869998,-44.90976,287,24,.85500002
50,4220,1,0, CONNECT,200, HAWLEY  J.   ,.154,-.708,.0427,.043299999,-.0526,-50.890079,315,26,.85100001
50,3765,11,0, DELAWAR,100, GRAY  G.     ,-.62599999,-.64099997,.1206,.091499999,.56440002,-45.68829,272,23,.84500003
50,8222,11,0, DELAWAR,100, SAULSBURY    ,-.82999998,-.34099999,.087300003,.088100001,.1178,-41.799431,244,25,.84299999
50,1425,43,0, FLORIDA,100, CALL  W.     ,-.528,.057999998,.065899998,.059700001,-.0117,-79.348923,273,34,.74800003
50,7227,43,0, FLORIDA,100, PASCO  S.    ,-.685,-.15700001,.070799999,.085699998,.3599,-36.76474,235,18,.85500002
50,1953,44,0, GEORGIA,100, COLQUITT     ,-.60000002,-.104,.071099997,.067100003,.1397,-51.79435,211,27,.78200001
50,1126,44,0, GEORGIA,100, BROWN  J.E.  ,-.37,-.62400001,.077500001,.067299999,.0583,-81.23114,234,39,.70700002
50,2239,21,0, ILLINOI,200, CULLOM  S.   ,.15099999,-.15000001,.0418,.055500001,-.0196,-47.100941,333,20,.86799997
50,3075,21,0, ILLINOI,200, FARWELL  C.  ,.138,-.278,.048300002,.075099997,.088600002,-26.40555,181,14,.86400002
50,9526,22,0, INDIANA,100, TURPIE  D.   ,-.44600001,.18799999,.048300002,.1127,.19,-55.124729,274,25,.81800002
50,9685,22,0, INDIANA,100, VOORHEES     ,-.417,-.035,.047400001,.045200001,.081200004,-51.63612,181,22,.75199997
50,141,31,0, IOWA   ,200, ALLISON  W.  ,.171,-.021,.037099998,.043699998,-.069399998,-57.957539,329,27,.838
50,10234,31,0, IOWA   ,200, WILSON  J.   ,.226,.079000004,.0647,.044599999,.1841,-73.334534,323,34,.79699999
50,7489,32,0, KANSAS ,200, PLUMB  P.B.  ,.152,1.043,.081,.062700003,.2958,-32.638599,185,14,.838
50,4801,32,0, KANSAS ,200, INGALLS  J.  ,.097999997,.42699999,.025699999,.070600003,.3935,-53.627621,278,25,.82499999
50,751,51,0, KENTUCK,100, BLACKBURN    ,-.67900002,.028999999,.075499997,.079400003,.13940001,-36.921211,219,15,.84500003
50,560,51,0, KENTUCK,100, BECK  J.B.   ,-.579,-.022,.074100003,.074900001,.13940001,-31.279011,124,16,.77700001
50,3000,45,0, LOUISIA,100, EUSTIS  J.   ,-.54500002,.035,.0836,.073399998,.2236,-42.30851,167,20,.77600002
50,3565,45,0, LOUISIA,100, GIBSON  R.   ,-.52999997,-.336,.059599999,.058800001,.29730001,-37.23502,169,22,.80199999
50,3385,2,0, MAINE  ,200, FRYE  W.P.   ,.243,-.41100001,.054400001,.043000001,-.044199999,-53.863079,299,26,.83499998
50,3917,2,0, MAINE  ,200, HALE  E.     ,.17900001,-.31799999,.052299999,.039799999,.083800003,-34.358761,177,17,.824
50,10217,52,0, MARYLAN,100, WILSON  E.   ,-.69499999,-.34299999,.0594,.079800002,.097999997,-56.446129,239,20,.79000002
50,3709,52,0, MARYLAN,100, GORMAN  A.   ,-.461,-.50400001,.067900002,.035799999,.1401,-50.584709,201,24,.778
50,2423,3,0, MASSACH,200, DAWES  H.L.  ,.199,-.479,.057500001,.046599999,-.1081,-49.217991,270,31,.833
50,4462,3,0, MASSACH,200, HOAR  G.F.   ,.132,-.59200001,.039000001,.0517,-.1833,-82.558647,307,40,.764
50,8957,23,0, MICHIGA,200, STOCKBRIDGE  ,.198,-.24600001,.063000001,.097999997,.1409,-29.722111,308,12,.90799999
50,7181,23,0, MICHIGA,200, PALMER  T.   ,.22,.034000002,.064400002,.065499999,.28549999,-46.79285,283,21,.84799999
50,2377,33,0, MINNESO,200, DAVIS  C.K.  ,.15700001,-.067000002,.068800002,.0766,.069200002,-48.13084,292,20,.84799999
50,8165,33,0, MINNESO,200, SABIN  D.M.  ,.085000001,-.064999998,.0352,.076099999,.1196,-24.74324,115,13,.80599999
50,9793,46,0, MISSISS,100, WALTHALL     ,-.57300001,.098999999,.080200002,.087700002,.1964,-66.435059,313,38,.80900002
50,3532,46,0, MISSISS,100, GEORGE  J.   ,-.625,.28,.070900001,.072700001,.02,-66.573936,261,35,.77499998
50,1892,34,0, MISSOUR,100, COCKRELL     ,-.66900003,.40799999,.089000002,.0416,-.078000002,-63.03804,305,33,.81300002
50,9665,34,0, MISSOUR,100, VEST  G.G.   ,-.73299998,.40700001,.091700003,.065700002,.0088999998,-60.028431,310,36,.824
50,7148,35,0, NEBRASK,200, PADDOCK  A.  ,.18799999,.54100001,.0262,.095299996,.48719999,-29.246481,261,13,.89399999
50,5951,35,0, NEBRASK,200, MANDERSON    ,.138,-.023,.037999999,.043499999,.1429,-30.336,249,14,.88499999
50,5046,65,0, NEVADA ,200, JONES  J.P.  ,.061000001,.14,.028100001,.080799997,.3477,-17.39971,114,7,.85799998
50,8948,65,0, NEVADA ,200, STEWART  W.  ,.107,.115,.0241,.0517,.1096,-58.341011,332,24,.83899999
50,765,4,0, NEW HAM,200, BLAIR  H.W.  ,.237,-.257,.066799998,.067100003,-.043699998,-59.72319,264,30,.79799998
50,1641,4,0, NEW HAM,200, CHANDLER     ,.214,-.243,.089299999,.088500001,.1349,-66.874619,338,30,.81999999
50,6375,12,0, NEW JER,100, MCPHERSON    ,-.48800001,-.86000001,.083700001,.0502,.34720001,-28.21361,147,10,.82499999
50,799,12,0, NEW JER,100, BLODGETT     ,-.48899999,-.36199999,.0634,.072300002,.30739999,-43.385891,145,23,.741
50,3024,13,0, NEW YOR,200, EVARTS  W.   ,.149,-.456,.044799998,.0603,-.070299998,-34.181042,235,15,.86500001
50,4452,13,0, NEW YOR,200, HISCOCK  F.  ,.22499999,-.671,.0691,.086400002,-.2678,-29.959841,276,12,.89700001
50,9601,47,0, NORTH C,100, VANCE  Z.B.  ,-.81599998,.252,.090000004,.089100003,.20730001,-35.440311,267,18,.87599999
50,7737,47,0, NORTH C,100, RANSOM  M.   ,-.55299997,-.29100001,.069200002,.040600002,.177,-43.08408,211,26,.815
50,7272,24,0, OHIO   ,100, PAYNE  H.B.  ,-.32800001,-.368,.0319,.057100002,.1184,-61.48008,264,22,.792
50,8454,24,0, OHIO   ,200, SHERMAN  J.  ,.079999998,-.25600001,.0328,.047800001,-.066100001,-63.10516,281,31,.79900002
50,2649,72,0, OREGON ,200, DOLPH  J.N.  ,.204,-.127,.059,.060699999,.055,-47.936741,304,17,.85399997
50,6565,72,0, OREGON ,200, MITCHELL     ,.167,.34,.0339,.070200004,.26640001,-49.59618,323,23,.85799998
50,7668,14,0, PENNSYL,200, QUAY  M.S.   ,.018999999,-.56599998,.047400001,.1034,-.098399997,-44.3503,127,18,.70499998
50,1435,14,0, PENNSYL,200, CAMERON  J.  ,.096000001,.113,.031800002,.045299999,.17309999,-34.741482,158,17,.80299997
50,71,5,0, RHODE I,200, ALDRICH  N.  ,.221,-.69199997,.049800001,.047800001,-.1586,-18.885719,228,5,.921
50,1613,5,0, RHODE I,200, CHACE  J.    ,.198,-.359,.062600002,.078699999,.0744,-42.995869,216,12,.81999999
50,4020,48,0, SOUTH C,100, HAMPTON  W.  ,-.639,-.49200001,.054400001,.0704,.25049999,-57.15889,256,26,.80000001
50,1344,48,0, SOUTH C,100, BUTLER  M.   ,-.54799998,-.359,.055599999,.035799999,.1468,-46.685612,190,21,.78200001
50,508,54,0, TENNESS,100, BATE  W.B.   ,-.70599997,.15700001,.0744,.098700002,.1384,-51.519501,371,19,.87
50,4104,54,0, TENNESS,100, HARRIS  I.   ,-.71100003,.037,.069499999,.052200001,.1096,-61.953991,267,32,.79299998
50,7769,49,0, TEXAS  ,100, REAGAN  J.   ,-.96799999,.252,.30070001,.096500002,.44940001,-61.2253,352,30,.83999997
50,1915,49,0, TEXAS  ,100, COKE  R.     ,-.77899998,.34299999,.085500002,.060400002,-.1654,-48.22501,375,20,.87900001
50,2855,6,0, VERMONT,200, EDMUNDS  G.  ,.221,-.98100001,.0682,.1285,-.2385,-80.802162,245,38,.71899998
50,6696,6,0, VERMONT,200, MORRILL  J.  ,.18700001,-.94599998,.057100002,.066600002,-.24789999,-21.81535,213,9,.903
50,2325,40,0, VIRGINI,100, DANIEL  J.   ,-.56900001,.17200001,.0836,.1,.1358,-39.91494,171,15,.792
50,7894,40,0, VIRGINI,200, RIDDLEBERGE  ,-.088,.20100001,.0211,.067299999,.1486,-28.649549,121,13,.78899997
50,5173,56,0, WEST VI,100, KENNA  J.E.  ,-.56,-.146,.071900003,.075199999,.0568,-26.704969,87,9,.736
