x,y,z,value
1,u,b1,-0.34874764920308987
4,d,b2,-1.0888968161962649
2,y,m3,-0.7607583238382264
4,t,n3,-0.25959941874196063
2,k,z2,2.574886127036323
3,j,n3,0.4966460712566481
4,v,c3,1.6322307048168234
2,p,c1,-0.6831407985642369
2,d,t3,-0.22084251481897704
1,d,n3,0.9052753520256185
3,a,s1,1.244658923349939
4,e,k2,-0.44840948222687815
1,a,c2,-0.08755651590055506
1,b,o4,1.9984880571271906
3,v,d3,-0.8330775379920463
1,m,d2,0.6211713315061822
3,q,x1,0.38005138605250577
4,p,h2,-0.8843640801568082
4,f,d1,0.8206859143855371
3,k,g1,-1.614739695101341
3,w,t2,0.0968620427410334
2,f,w3,0.4496603906904431
4,f,n2,1.2648864864447384
1,s,h1,-0.03077101362747512
3,e,u4,0.8796780981065395
2,v,j4,-1.785263360366033
2,g,v4,-1.3341453948233175
4,k,a4,0.4506286204068028
4,t,i1,-0.16259687989777727
3,x,n4,0.7698027975937004
1,r,w1,-0.9395920181234524
4,c,g2,-1.0347562103477392
3,w,n1,0.36134217988105677
4,t,v3,1.134669196481252
2,s,j1,0.6313181850789529
4,u,v3,-0.6435449610535359
2,f,c2,-1.3201502221722603
2,f,j2,0.5725849403656672
2,t,m1,-1.053711117148979
4,s,b1,0.6009072270434722
1,s,r2,0.6898222645622831
2,t,j3,0.3084270282996356
3,n,z1,0.09593524042443634
2,w,m3,-1.9091976079260442
1,d,q1,-1.490525618761809
1,q,e1,-0.6447218202644552
1,t,r1,-1.2059054846561426
1,e,g1,0.7780657322411721
1,f,p2,0.0134280676878755
3,h,r1,0.41847506914315535
1,u,h2,-0.7086728012805248
4,i,y4,1.5483259944393493
4,h,k2,-0.3542403897367897
3,v,c1,-1.0711849161685842
3,p,e3,-0.09057010419350164
3,h,h1,-1.4889480752001867
3,m,n3,0.9656065052640358
1,d,a3,0.7888622953117433
4,h,p2,-0.8807978515924645
3,s,u1,1.1354060793247385
3,m,b3,0.13724684678938195
1,u,t2,1.7641744283464353
2,m,c1,1.2622456798367976
3,z,v1,-0.605389011902874
2,k,x4,-0.16391510036150755
4,u,n1,2.3046748272147406
4,y,d2,-0.3805019832552059
3,m,h1,2.5468564640639713
1,f,n4,1.436118665108511
4,o,a1,0.2624735132219742
1,r,w2,-1.5457515479234873
3,e,t3,-0.22077960910840636
2,t,t2,0.6716119288376012
4,z,x1,-0.004746904448358275
4,f,h1,-0.9573791181684502
4,f,t4,-1.3078472203028442
1,x,u3,-0.6699274477063268
4,o,g4,-1.8102294010303417
2,c,z1,0.4953616549533202
3,u,f1,-1.6310324938371266
4,h,n2,-0.28880683834862114
1,b,l2,0.10569714281703425
2,w,c3,0.07635220545565169
3,v,m2,0.6951278381808718
4,k,m1,-0.3996543255567701
2,q,r1,-1.1709716677237958
1,q,u1,1.5617652267714348
4,l,x3,-0.2051192966580355
1,c,j2,-0.6888008123370556
1,r,w1,-1.8399025635691335
2,e,x3,-0.6156603995088391
2,i,q3,0.8806050399531494
2,m,e2,0.3358973384978422
3,a,d3,0.13981116597456994
4,p,i2,0.01059014038536949
2,t,f2,-0.18627736506130368
4,b,l4,-0.5828989133210749
2,i,d4,-1.6741294889249507
3,r,u4,0.27909851863768564
2,y,w4,-0.49081180589327766
4,h,u2,0.5284892489324895
3,f,b3,0.3308912439119514
3,x,q1,0.47905924502973596
4,t,e4,0.45518403288018217
4,q,q2,-0.9894473863633707
3,s,p2,-0.34308766171785043
3,e,n2,0.5477966887164065
4,m,u2,0.28058895577719584
3,b,p2,-1.9645276100510431
4,d,q4,-0.7103514600014071
3,z,n3,-1.1778361616230868
3,o,t2,-1.0699745981374693
1,a,x1,-0.2147944459348048
2,c,j3,-0.6193167904782552
4,v,w3,2.2244248735623215
4,f,g1,-1.0017152395028823
4,u,b2,-1.1798326907544814
4,g,b4,-0.4196092131220967
3,j,b3,0.6433449488131676
1,x,m2,0.046832699584080185
3,d,n3,1.7457542963696193
3,b,x2,-0.5411462860174168
1,g,t2,1.386157152202362
2,f,o4,-0.3665500030562531
4,k,y3,0.4595776408282767
2,c,x3,0.5633504560450431
3,e,c4,1.2070380977618669
1,r,r4,1.4831514357125597
1,i,o3,-1.0347720625445735
3,s,p4,-0.23796372727082318
2,c,m4,0.6470949211460231
3,y,f1,-0.4632246439883666
3,o,b2,1.347129245095676
1,f,o3,-0.03738676484487874
2,e,t3,-1.187176642041196
1,y,e1,1.9333806194125946
4,f,r2,-0.4791041907160453
2,s,w3,1.4140210531940223
4,s,h4,1.4660252565276826
3,p,e3,1.9310391966634466
2,z,t1,0.43817438431504285
3,u,h1,0.1971403866720066
1,a,v4,0.46176064653102195
3,e,x3,-0.615867275287766
3,t,s1,1.4137134513122533
3,k,g4,2.0498104159313995
2,k,m2,0.5837770668934691
1,g,w3,0.4734267289088129
1,v,e3,1.7927466096020008
4,z,l3,-0.02363271559014125
3,c,q1,-0.12129817980942485
4,f,j2,-0.31121331987479206
1,u,r1,-2.7302324939734324
3,n,j3,-0.7909228638087085
4,r,r1,-0.6897746990925434
4,r,v3,-1.6810659864972106
2,p,g2,-0.35025089869321147
3,a,b4,-0.6031337021601608
2,t,b3,1.1354990794355226
3,t,b3,0.2425037515964436
1,e,m2,0.5236972557536497
3,a,s1,-1.3936928558050659
3,i,k2,-0.09274957545657944
3,r,x1,0.05604544179041711
4,j,h1,-0.010619736263451526
4,a,z3,-0.2026126474347998
1,s,q3,-1.014658045947623
3,g,u2,0.3753711649991036
4,h,r1,0.8073663333551083
3,n,u1,-0.7664086755621115
4,a,w1,1.500525645470613
1,g,w1,0.23267274628706802
4,w,m4,0.9141481961480167
2,c,g1,-0.02922765053962142
4,c,l4,-0.4439801647620931
4,z,l2,0.20985311036512144
3,w,n3,1.1129573179317498
1,p,o2,1.7588849861445552
4,p,t3,0.584740107762011
3,z,m4,1.083964948742226
1,k,i3,0.3833108275347914
3,g,y3,0.22044862553153546
2,z,k1,0.9323101274635238
4,i,x4,-0.9947464466378506
1,j,i4,-0.19752917546407103
2,z,y2,0.8646197494498288
4,i,g1,-0.8735331005948195
3,n,x4,1.8491237085361927
4,l,d2,-0.025283201911055684
1,m,w3,1.2723576332148387
1,a,p1,0.40595295139289544
3,x,b3,0.6058606102334906
1,h,t4,-0.9639223162288569
2,g,s3,0.8290899765960265
3,r,e1,-1.126751032355186
2,c,a2,-0.7228834386727077
4,u,s3,0.08911881659310138
1,q,n1,-0.12332243634442354
4,f,y1,-1.6432435249428177
3,i,r1,0.2845791030430878
3,y,h2,-0.5141273896984307
3,l,f2,-1.4117895967452574
3,r,t1,-0.10955893281016695
2,s,y4,-0.07398802392978329
3,x,d1,-0.9437986050502567
4,b,q4,0.3296619501207747
1,u,q1,1.0471899506595983
3,b,j3,1.280816198165468
2,t,z2,0.9806384364970195
4,w,s3,0.524782185691293
4,g,s4,-0.6239154778797723
4,n,r1,0.005559842093531893
4,i,e2,-0.18183218712598323
2,w,x2,-0.5163728149019825
1,l,f4,0.47165115667302265
4,l,v1,-0.19796721424400124
1,e,l3,-2.465144226768741
4,s,y3,1.2763238588656352
4,y,z2,1.375724508790603
2,r,j4,-0.24070089064987268
1,i,c1,0.2877115037911358
3,f,e2,0.6009896047569411
4,p,w4,0.6637938493146183
1,x,y1,0.5305589557310573
4,x,c2,2.1340743961000364
3,u,i2,-0.12559867365632868
4,q,r4,0.0671982481213806
1,o,r3,-0.6211476828901057
4,v,u2,0.22845910377843542
4,m,u2,0.5874932024828742
3,v,j2,0.09082664777167032
1,z,b2,-0.8311167197724381
1,f,h2,0.977795742065045
3,b,s3,1.2243407295859121
4,h,r2,-1.6849567326064692
1,e,f3,-0.7567728140568627
3,k,o2,0.12373911407275406
2,y,f3,-0.5392114816664587
2,g,y4,0.12434965557799385
1,l,z4,-1.5952910700772176
2,y,t3,-0.36861060984957805
3,b,b2,-0.8411052377195303
4,h,g3,1.449736465752532
4,j,e4,-0.5496465446919149
1,i,s3,1.4525338687343212
3,t,b4,-0.23896683746128344
2,p,t3,-0.7329662823218401
1,w,w4,1.3643982946541213
2,f,b1,0.40991718630986673
2,r,e4,1.67641105531722
4,e,w2,0.029132130382089286
4,h,l2,-0.7622103669068804
3,v,z2,-1.095541598188391
4,b,s2,1.3960885870471709
4,o,v2,-0.8629876997748045
1,y,w1,0.07599160677014634
3,c,c2,0.6681707536458376
2,m,y3,-1.1853779902973065
3,i,z1,1.4959780317646496
3,h,b3,0.6411083375166251
3,o,t4,-2.772400596711068
3,h,n4,-2.1185874233148794
1,p,k1,-1.1956361536585067
2,v,y4,0.3797952371999724
1,d,m2,0.46941269359332233
1,c,w1,-0.5020179293130482
3,w,l3,-1.0781744801657098
2,j,s3,0.6401821998576087
2,m,w3,0.8391605989804009
4,x,r3,-0.3738167344468142
1,z,n2,-0.8231406307495317
3,s,z3,-0.38352313310569675
2,k,h4,2.0497609143629014
2,r,x3,0.005539841054753491
4,v,q4,-0.7699518600401022
2,p,h1,-0.6044009014994806
1,a,x4,-0.12097777179405217
4,g,l1,1.193015124474611
2,d,l4,0.08346387221912287
2,l,d4,0.23017331595111018
3,n,c1,0.6979942262008101
4,f,k3,-1.7086326209557345
2,g,a4,0.6246707823850051
4,u,j2,0.6419540294146713
1,o,g2,1.8497497159528273
3,r,c4,-1.0518048350103943
4,c,m4,0.30147787411803917
2,i,u1,-0.15129041641623975
4,d,f3,-1.1880830073168431
2,w,u3,-0.37468764761189044
4,a,c1,0.12709913180870408
2,y,z1,-1.0531280694076866
3,z,q2,-1.1343047508729618
4,w,v3,-0.8612711770780074
3,v,w2,-1.8125461656220696
2,v,r2,2.0958708197022355
3,i,v4,1.0473743697409166
4,i,z2,-0.05450496219558242
4,r,d2,1.6738453987966415
2,w,e4,1.7198184555434217
4,i,u1,0.22405797253822743
2,c,s3,-0.7204908121350859
2,z,q2,-1.3379882821061042
3,w,i2,0.7201659701007869
1,j,n3,1.2127392737638518
3,x,b4,0.5778171462908936
4,b,s4,1.564624299543644
2,q,b3,0.5737112527398353
2,i,s1,-0.15803154398303842
1,m,k2,1.1565249377045173
4,d,q3,0.16134026831367854
3,h,r3,-0.1758387996625094
4,u,d2,0.3671720295204696
1,c,q2,-0.5606486929420214
3,b,x2,1.4843909517188745
4,k,l1,-0.656235131516096
2,l,x4,1.6252564018704088
1,l,o1,-2.044227525646439
3,h,s2,1.2032219472515873
4,w,m4,0.043308686768831615
1,x,n4,-0.17229502862572166
2,d,e3,-1.2448046861329816
4,b,y2,0.011609090832341169
3,l,f2,-0.8814711569253687
4,g,i1,0.49899452496284924
4,i,q4,-0.9241453927838031
1,l,x4,1.2766999021210672
2,j,y4,-0.9710079739370638
3,t,g2,-0.6226527983500748
3,t,n1,0.8825965373004047
2,i,e3,1.2836593440447832
2,n,z4,-0.7791249762233549
3,k,p4,-2.203627624935473
1,o,e1,-1.5025243355808402
4,v,i2,0.04742674367498316
2,r,q1,2.875497341820329
1,m,y4,-1.4759418282356103
4,b,o3,-0.9139395023295676
4,n,l2,-0.6193953206345324
2,l,k4,0.18059555943053296
4,w,z2,-0.7621104350298117
1,o,u4,1.4909802093452962
4,d,w1,-1.563023918612555
2,k,c1,-0.14164209294687571
1,q,b2,-0.902623406785768
3,u,l1,1.2484223539807953
2,g,i3,-0.1731371629425385
4,b,n3,0.29920144465535736
2,c,p4,0.5648656015291382
4,a,u1,1.032725649592919
1,w,u3,-0.08085263880531951
3,c,f4,1.8183848021886693
2,k,j3,-1.591324521296982
4,r,a1,0.8129253306458265
2,s,s1,0.2767548217964397
1,y,w4,-8.823364510549512e-4
3,t,x1,-0.3282294642783317
1,y,v3,1.6863192035457353
1,i,r1,-0.16740173010490794
2,c,w3,0.34665408673816794
3,f,i3,0.63153169697662
2,f,k4,0.07892257538443871
3,h,m3,1.4282163154741883
1,w,a3,1.5850180250058739
3,f,p3,0.3450799344602639
3,m,q1,1.0825298439748892
2,l,l2,-0.34842652737184904
1,r,y1,0.05255290920954862
1,p,x1,-0.6349452957186372
2,t,i2,-0.3671385432090723
3,q,g3,-1.8851173738058844
1,w,f3,-0.9477492150921613
3,q,p4,2.3629571317926743
3,y,m3,0.05088737602885408
4,x,m1,0.9762455543645319
4,o,o4,-1.9075865757902397
1,q,r1,0.05111204192739248
1,n,k2,2.667812557637006
1,u,j4,-1.3947001585387597
2,a,u4,0.26056645411646295
1,a,u2,-0.47044264386877493
4,u,x3,0.2042938426027148
1,q,z4,-0.5567810407404511
4,l,f4,0.27310785381687
1,s,n3,-1.0265972786780895
4,c,p2,-0.9042916026852097
1,y,g1,-0.9286390139249171
2,o,n2,-1.2953631274593411
4,r,u4,-0.6493329372605696
2,r,d4,-0.4070873773145656
2,j,z4,-0.17374549772497927
2,c,x4,0.6794407118990491
4,r,b1,-1.1791346477650209
4,h,r2,-2.231369013338871
1,a,p4,-0.0886752192596011
1,o,w1,0.9570957078597644
3,a,o2,-1.6325686546314502
3,d,h4,0.21168500338047544
4,z,j2,2.2068058986073154
2,n,k1,0.0010718198144568658
4,l,j3,0.10952094580804503
4,n,k3,-0.7210061024736786
4,j,k1,-0.09430933830613042
2,y,s1,0.10051373445301258
1,g,e3,1.7258696138554654
1,x,p2,-0.6660978964479719
1,i,o3,-0.9851199667840741
3,f,x2,-1.441546844701869
1,r,f4,-0.33001223533455215
2,y,j1,0.33992602258720717
3,l,q2,-1.7582839590043113
1,t,k4,1.5970640614247775
3,o,e1,-0.08980607800493004
3,b,f4,0.05898391980092878
3,z,e2,0.04793564965301142
2,e,j1,1.1572808784197135
4,f,p3,0.5694271264278499
1,f,i3,-0.9966258370714708
4,x,u2,0.15795720788389345
3,l,z4,2.1137516002807257
4,x,m3,1.4190765745435237
2,h,d2,0.8207208267577937
3,i,u3,0.5630559952761366
1,c,w3,-1.1334628449284967
3,h,o3,-0.4514858265129279
1,c,w4,0.9530792437034069
3,e,v4,0.6871406963595852
2,x,f3,-1.0783580949334393
3,u,j4,-0.2312827362140705
4,o,f1,1.4820435329162185
3,c,c3,0.7215169924713861
4,o,j3,0.938480164882137
2,f,e3,-1.0578792859088622
4,m,t3,-0.28632870268633476
4,a,h2,0.0356178980625206
4,u,i1,-1.0963366627438513
1,k,n1,0.7294996858169173
3,s,d1,0.23802323969469943
3,b,y3,0.7656970010929671
1,q,w2,-0.1387342560821111
1,r,m4,-0.05434582395758331
3,z,o4,0.7519616413395002
2,j,e2,-1.6047107296286993
4,i,d3,0.6367852818368998
1,r,w2,0.01620673994626701
1,u,u3,-0.3548655542944988
2,v,x2,-0.26304327053068927
1,x,l2,-0.2669529518102667
3,o,r3,0.6759442792766426
4,p,o4,0.0926518126232412
1,c,s1,-0.0997311517911651
3,c,i4,-1.4643059900722768
1,o,f3,-0.984035521670535
4,i,v3,-0.8810302887665173
1,f,l3,0.3324111474851747
3,s,g1,-0.5518477551886408
3,h,p4,1.3186671478029173
3,h,k2,0.6837619182908878
2,r,p4,0.6932080694873466
3,p,w2,-2.042055976698297
4,j,m1,0.2762351018665427
1,h,y2,-0.4397353858756417
4,p,z1,-0.06945816870025286
1,s,g1,1.0168717095202007
4,l,z1,-1.6742605946917521
3,x,q2,-0.8851323304389829
2,h,h3,-0.9649705047904756
2,g,c2,-0.806962800786189
3,r,x4,-0.8524272971552007
1,d,h2,-1.0272680454560774
2,t,f3,1.6672190243371368
3,g,u3,-0.5904003249237911
2,g,i1,0.8741678535597582
3,l,c1,-0.44102752913005205
1,j,z3,0.19225876993147842
4,g,n1,-0.04650128025903429
3,i,q1,-0.8834909687902431
1,c,o3,0.2536460617315959
2,o,m2,0.7629243066749856
2,y,t4,-0.07902587796184535
4,b,u2,-0.6339871349439651
2,h,f4,0.23004782174698388
2,j,r3,-0.6197486188568784
1,v,h1,-2.0305489589846637
2,h,b1,-0.146273337923878
2,e,w2,0.38787380419687584
2,v,g1,0.07997423026113858
1,i,i2,0.326412255530741
4,o,g1,-1.352574246849506
1,r,o3,-1.7520482677799802
2,s,l4,-0.35680393114653247
2,l,w1,-0.7464547730605053
2,y,g2,2.108478963754431
2,u,h4,-0.16553304591047535
4,l,h4,1.6081217895934596
4,s,o1,2.1500846975125256
4,t,c4,0.2703904313835309
2,o,m2,-1.6231002306799565
3,f,s2,-1.2631365590387942
3,k,c4,-0.46672686022904925
1,z,c4,0.6918199238338303
3,c,i3,-1.1101090626707595
3,m,u1,0.24557954660185366
1,f,y2,-0.8152105201051791
3,i,g4,-0.507511492921215
3,d,x1,0.6372981752684845
1,z,b2,0.41375542370497537
2,l,m3,-1.1606083788390384
4,t,k4,0.5160422291824308
3,n,b2,-0.08478628687058763
4,w,f1,-1.1393488434205767
3,t,u3,-0.5334633629752383
3,e,g1,-0.05101979945671566
3,h,d3,-0.14085631526392797
4,t,p2,0.42427951961262844
4,f,j3,-0.6857255797049042
