x,y,z,value
2,q,y2,-1.5590739777010454
2,f,b4,-0.6887489131758413
3,r,f4,1.6070804361236046
1,t,w2,-1.0628826393444253
4,z,h1,0.06323066858985342
1,g,v2,0.6743130389546498
4,t,z3,-0.3277073839170608
3,s,r3,0.32210348591506494
2,d,a1,0.27736167757079566
3,q,w3,-0.8511362778952786
3,q,a2,-0.8874384832197927
4,q,t4,0.6047619885985543
1,n,y3,1.0399031055608865
4,j,e3,0.34435194656058693
4,v,x4,-1.8827818198927881
4,z,f1,-0.5571837362632026
4,w,p3,0.6174384467415508
3,k,k3,-1.1627574391428266
4,h,w2,-0.1934185409424777
3,v,x4,0.07488446209953582
3,v,m1,-0.8031778684145874
3,g,m4,0.5704650246318822
2,z,c1,1.1180904290261302
4,k,c3,0.6610953836527157
3,t,f1,-0.28428924449896303
3,v,j4,-0.5175334125477012
2,c,x2,0.9192648162077913
2,f,x1,-0.12564605946292923
1,j,k3,1.0780665673613836
4,a,b3,0.3962997596637546
3,f,x1,0.6599690779692741
2,k,r3,-0.8790571602915211
1,i,b1,0.4308648110210747
4,b,o2,0.07242238441890889
3,h,h3,0.7352466675667272
4,r,n3,-0.6075347079599106
3,a,o4,-0.5891340990458065
3,j,d4,-1.0762306311419103
2,u,i1,0.5004053235760555
4,r,n1,0.6525559443813995
2,v,u3,0.36900942292906236
1,j,s1,-1.545828270076868
2,u,a4,-0.4090890646226177
2,p,e1,0.8455071898414853
1,q,z2,-1.8091511201126127
2,s,j2,-2.0354789507751083
4,p,k4,-0.9455393305411061
2,m,c1,1.7579193161585764
3,w,m1,-0.41010338132400465
2,q,r3,0.46168840598274297
4,o,g4,-0.2515784844564469
3,a,c4,0.711491584633559
1,s,u2,0.30515965075405765
4,x,a4,-0.3897048595793562
3,a,d2,0.37260795722377504
1,x,u3,-0.9144807829930933
3,q,p3,-0.514609827823285
2,j,t2,0.1839245595105814
2,i,e4,0.8286555335532234
4,o,u1,0.37032718563756617
2,q,f1,-0.26576394880013166
1,q,r3,-0.37610972092264894
1,f,p3,1.407996278865857
3,b,b4,-0.7971603342049011
4,b,e1,1.131537200667827
2,l,w3,0.8953414897031681
4,q,d4,0.6032699350405979
3,d,o3,2.063968719116986
4,o,z3,2.2669428693699953
4,d,r4,-0.8984024758776122
3,q,i4,1.4527095679511062
3,k,f2,1.1753991541474302
2,j,v4,0.6451165896987268
2,k,z4,-0.27115033613948436
1,i,j3,0.4282231396924323
3,q,w1,-0.3611985770865756
2,a,x2,0.6464256882972627
1,s,a3,-2.425560045336959
3,u,v1,0.03304861969804581
3,c,e1,0.4360381204967337
4,m,v2,-0.2055574162557878
1,f,k3,-0.4394541597609977
3,d,d2,-0.6029997572609063
2,t,j1,-0.6400899323530567
1,j,r2,0.2075369651491773
1,n,r4,0.4767521367146062
3,i,m1,-0.19841358202529003
1,t,l2,0.004099903580878217
1,k,h2,0.6341676312679844
3,r,f3,1.3098421824522868
2,c,e2,1.3794049077913098
4,y,d2,-0.8173047069616047
2,e,v2,1.594789115124737
4,f,k3,-1.640537587798261
1,q,t3,-0.29263412299762626
3,k,p1,-1.3483235419502755
4,f,t1,0.8864291914941396
3,b,s4,0.1586269425907685
2,o,g4,-0.4898530804934072
2,o,f2,-0.17985822343776706
2,r,p2,-0.04146134490795933
2,h,a1,0.5360686191293564
4,m,l1,1.1982378576146089
4,r,n4,0.3944367151730632
3,x,d1,-0.03670774521296888
2,e,x2,-1.2649213668329033
2,c,u2,-0.0424569482046678
2,n,u2,0.09424770587746517
3,r,e2,0.5965677863106124
4,v,e1,-0.1952046695634408
3,u,d1,0.8783719253329237
2,k,x2,-1.4356528256137686
4,t,w3,1.7734359757890925
1,y,y2,-0.9355532634776641
3,k,z4,0.24764797532619195
4,t,q4,1.3834079724618353
3,d,e2,-0.18465620536011668
1,u,d2,-0.6589072739857343
3,g,c3,1.1590036083188673
2,s,w3,-0.6387072594220634
2,i,k2,0.1907961250444348
4,f,s3,-0.1383554176528237
3,p,a2,-0.8707986023501862
2,e,x1,-0.09520085671867645
4,z,a4,0.41754467085609265
2,k,j2,-1.4070255838883172
1,j,b1,-2.7455867749690275
4,i,g1,-0.17829079733165776
3,o,q1,-1.374297421755643
4,r,e4,-0.1818669044298788
4,p,v2,0.6752902318126633
3,p,q3,-0.1722437808217602
2,x,w4,-1.0980691807189258
2,u,q1,-1.664496727216369
1,c,l2,-2.292609492085278
1,n,s2,0.07986550165125597
1,z,k4,-0.7433825460227542
2,h,t2,-0.06025236048728945
2,o,t2,0.6243078566391987
4,a,q2,-1.3258241777391455
1,t,o2,0.3258314894981948
4,r,y1,0.839410720486637
2,x,s3,1.0312039578044645
1,y,e1,-0.5496743598890353
2,n,e4,-0.4624270243505462
2,z,c1,-1.5069561079698843
2,y,r1,-1.2090943037351487
1,c,a2,0.1041907963463799
3,x,q3,-0.7441822989370496
4,b,q2,0.05940620150986594
3,u,y1,-1.9453372041192007
4,w,g1,-1.5727986703966266
4,j,p2,-1.1246129409531727
1,j,e4,0.22095718697294128
2,o,c3,1.0588157116365358
2,d,h4,1.3388393761577975
2,d,x1,-1.0238805737772365
1,k,w4,0.7560391416445105
4,e,b3,0.006264345463167571
2,v,j3,0.16016749733880525
4,d,k4,0.3869001360540035
2,f,s1,0.9971463265484534
3,o,q4,-0.2996463565791279
4,u,z3,0.9409580027940583
2,c,k4,-1.1797409846475442
2,g,o2,-0.3119103637008874
1,c,h4,0.37788397520092454
3,h,h2,-0.7665764325353613
4,i,q4,2.4284194203334817
1,y,d1,-1.3757141258530283
1,w,o2,1.0258204994776832
3,o,j3,-2.0919194967822903
1,u,k3,1.85028780718859
3,t,m2,0.15720973377315028
4,h,i2,-0.3811366883641369
4,l,g4,0.04866613392043038
3,t,y1,1.13538169102808
3,h,w4,0.6990066830235622
2,q,q1,-1.4447534868281928
4,v,a4,-0.9471763078488836
1,j,j2,-1.041720824013936
3,x,r2,-1.0005631374414135
2,t,c3,-0.28815111534552523
2,s,l4,-0.20745468037946402
4,i,l1,-0.689130886304967
4,j,e2,-2.0200918152054856
3,h,h2,2.299578784083534
1,a,k4,0.6245168392153034
4,t,o4,-1.1339459829331071
3,y,u1,-0.0960017638466277
4,w,k4,-0.06011208879742613
2,v,b4,-1.7573620462272366
4,b,a3,0.35479103456150257
2,t,e4,-0.12451847907005112
2,f,z2,0.2865914379533
2,b,v2,0.10271714752480128
4,m,p3,-2.515998389287564
1,c,z3,1.2372203187933049
2,u,n1,1.9036425620717292
3,p,s1,1.6289265000511948
2,v,d1,-1.5570113980841056
1,g,e1,-0.4641358783145215
1,b,j2,0.15722925981806912
1,p,b3,-0.4986523625111309
1,k,g1,0.7689897143233084
1,u,b1,0.04551960667151444
3,b,m4,0.7160714692082408
1,c,y2,0.2573221177331477
4,e,u2,0.7518373426672552
4,w,b4,0.9710860025166674
3,c,v1,-2.8410092940689347
3,z,d2,-0.31042095049701945
3,d,d4,0.13448721381965764
3,j,a3,-0.9977286734494198
1,k,p1,-0.9440200787778255
4,y,c2,-0.2719187230820758
3,c,y3,0.025306915575893128
3,a,a1,0.5074551750036554
1,y,k2,-0.14343175113134585
2,i,o1,0.6143377592694618
3,u,e2,-0.25481361802070784
2,l,v3,0.005806641232959245
4,r,c4,-0.5447704296357344
4,i,o4,0.6030026182859818
3,y,w2,0.8672848599444287
1,l,z4,1.5176550263546318
4,v,b3,0.7027498889058408
1,y,h2,1.234099622982203
3,b,x1,1.5526751176979199
2,a,e2,0.9140686623881246
4,q,c1,1.0639388437074566
4,t,b1,0.028698052147943263
4,v,w3,0.8164095220977554
1,w,n1,1.4061587897493921
4,g,h4,0.1704906175811187
2,e,o4,0.09659007208800187
3,v,m3,-0.7889246179474367
4,f,d4,-1.053468702061621
1,r,n1,-0.288870623296445
2,e,k4,1.133459536191601
3,k,b2,-0.29333579763781475
4,e,u4,1.5789440290105776
2,z,g3,-0.3615399870237241
1,t,z2,-0.5079766189596245
4,f,m1,-0.011016360017522158
1,m,e3,0.9082020543240011
1,w,b1,-0.45677813524282695
2,k,f3,-1.9512990212944077
2,t,v4,-0.14775398314669397
2,p,h4,-0.029846784536494905
3,e,d4,1.6816503079012466
4,b,t2,0.03137524975140259
2,a,k2,-0.11371496620208482
4,w,p4,1.2874170981905244
2,b,k4,0.4465228486936231
3,y,o4,0.6006187652042613
2,d,t4,1.2416816986409591
4,z,p1,0.5119895596694924
3,o,v1,2.431771738988506
3,w,d4,0.9882224931422184
4,p,l1,-0.8084776664238214
4,p,s4,0.6959647990009454
3,s,r1,-0.07868103838304924
3,p,i4,-1.6019939948687634
4,j,n2,1.0601237408563773
3,h,z2,-0.9313323774617605
4,f,p3,0.03646283373606467
3,p,o4,2.323483152845925
3,p,v4,-0.45937048286599164
1,b,i1,-0.7162642497343498
2,c,j4,0.8515851374611141
4,v,f1,-0.24713338997473153
4,u,c2,-0.9988941900043045
4,j,z4,0.7581188791747512
4,i,u2,0.7421189963176423
3,w,d4,2.0647429091800484
1,f,p2,0.9252315922444642
3,n,q1,-0.9184020405189092
3,t,h3,-0.013481613097080741
1,d,v4,1.0460147850482004
2,x,t3,-0.28985720410131194
4,p,c2,0.8753401495600726
2,m,i1,0.24331361526527595
3,l,e1,0.3053677704636556
1,h,h2,-0.26212450026122963
1,p,p3,-0.06258610810383293
3,v,c3,-0.81112541518295
2,o,r2,0.3637021975167651
3,s,x4,1.1768586659499563
3,y,y4,0.08920996648250372
1,s,u4,0.27252374830259696
2,u,p4,-0.19641845016997367
1,m,f2,0.11170509460556063
4,f,d1,0.7210932313244416
2,j,m2,0.04283913267414197
4,e,r4,1.0564837000164198
3,n,h2,-0.3438145520235016
2,v,s3,-1.2791765013604426
3,z,x2,-0.41326620151538346
1,u,k4,-0.7757603846755204
3,h,w2,0.3476408922232537
3,e,w3,-1.4333207959565735
3,j,l4,0.3463138729969318
2,t,y1,-0.7359577244690734
1,e,e2,-1.7178486942420397
1,i,d2,-0.4720618546605679
4,n,i1,0.11834595353142806
3,b,v2,0.4394417157608759
4,p,u1,-0.7905047823121942
1,a,a2,-0.2794963172646309
3,c,w3,-0.3183290647560434
4,v,x3,1.2554652013303091
4,b,w4,-1.2097613778478915
2,u,q1,0.47294629522613413
3,q,f4,-2.0133258489498136
2,t,g2,1.4202000739142355
3,f,z1,0.024028048860816713
1,l,b3,0.4416157201433755
3,v,s1,0.027758093969122447
3,v,y4,-0.2536577252556786
3,c,m3,-0.4698694736484444
4,f,e3,-1.8755590820999795
4,t,h2,0.12622866844265354
1,j,g1,-1.293331712249923
3,h,r2,-1.6883354811112243
4,h,u4,0.1377100888849912
3,e,l3,-0.04623600673287717
4,j,a1,-0.7478637254535984
1,m,d1,-0.9353043108083514
4,y,y1,-0.5985107678264048
2,r,l1,0.8619422218230134
4,k,c1,0.27708357494268154
4,f,d4,0.16089922323577222
3,i,y1,-0.771136161031351
1,v,p1,0.5685933627495263
4,h,j1,-1.7328696719389372
3,m,v3,0.7752564420317781
1,l,g1,-1.5608084602580141
3,x,i2,-1.5510057989752604
2,u,w1,-0.1640490047573081
4,d,r1,2.407320624195049
1,t,v4,0.3627141656954396
2,s,m3,0.19937789200619363
4,v,x3,0.6501153833501077
3,x,f4,-0.25711780088694147
4,l,s4,-0.422785118737909
1,v,r2,-0.2470831188573111
1,o,x1,-1.1582820600555332
3,x,d4,-0.02807802096649352
1,b,h4,0.2737588673756984
2,x,z3,0.41356431626776646
3,m,k2,-0.5819637709450389
2,b,k2,-0.7367025259468576
4,z,j4,0.3088545095601143
1,l,s1,-0.10183733225558607
4,h,w4,2.102946716029234
3,x,s3,0.18009005377860363
3,t,x4,-0.4532392033560146
3,q,f3,1.5187226221071326
3,b,g1,-0.07157401180056452
2,o,j4,-0.250493050395476
3,i,q2,0.3871796590549282
4,u,n1,-1.124442218951365
1,i,e3,-0.04330660731269181
3,e,t3,0.13835686236441794
2,z,w2,0.6613955319101651
4,n,v3,-1.548091733380307
4,f,e3,-0.0922046354741654
4,o,p4,1.1996024648658823
4,q,f1,1.2430866284521291
2,u,e3,-0.2272456958895051
1,p,f3,-1.0508205081289883
4,g,c4,-1.7749280583164435
1,f,o2,1.3862772941087813
4,b,j2,0.15835393613544732
4,t,y2,0.1923860026402802
2,z,h1,0.5930107172771837
1,v,y4,0.39041659703686893
3,e,a1,0.5139188346690023
4,g,v3,-1.3360495837384552
1,k,m3,1.6147300774205406
4,w,i1,-0.3975731220832402
3,h,z4,0.38407393589192185
4,i,r3,-1.3098926938648499
1,e,y4,0.10683004688261949
4,g,t2,-0.9241997473701263
4,r,b1,-1.5834068695377657
3,i,h1,-0.34085584624326176
1,n,t2,-0.17761007946851762
1,t,j4,0.43653917907209266
3,z,c4,0.39386906296752155
4,c,z1,-0.6399339744243261
1,g,c3,0.29773310489874116
3,i,a2,-1.3709968245750144
2,r,t1,0.7542469691673596
2,d,c4,-0.29756684010531587
1,c,z1,0.3405408157788675
2,i,b3,-0.8843421188463481
3,c,h2,-0.5737614401160926
4,a,a4,-1.046991821476724
4,k,i4,0.4975973066952184
1,r,i1,-0.16701486882488958
3,b,m2,-0.19638231517166654
2,t,i1,-1.2791787325324837
1,k,b2,1.2417862887013802
2,k,l1,-0.8169729693899478
2,x,i1,-0.13833832087316872
4,y,c1,0.5049777521712768
4,a,x4,-0.24375430888503108
3,h,h1,0.9412833140528573
4,p,h2,1.3293711518522064
4,e,e1,-0.8673572973994426
1,d,i4,-0.8189611231192877
3,q,c4,-2.652756825793314
2,h,l4,2.381542933182511
3,l,d4,-0.21847472057468448
3,j,n2,-1.02099620018046
3,y,o3,1.673246418417767
3,z,u3,-0.983251930525594
1,m,d3,-2.6517271941125955
2,h,r3,0.2832840701839063
1,f,m3,0.4947030347169103
1,a,g4,-1.5361531091491976
3,h,z2,-0.281678261782897
2,p,p1,1.7871398066647133
2,b,e1,-1.4277090845156268
4,f,v3,-0.10748302371512099
1,t,j4,-1.1460311392739726
3,c,n2,-0.45120031890685913
2,u,s4,1.1964850028118812
2,w,e2,1.762906586590627
4,y,z3,-0.18397016432211682
2,a,y2,0.5662952619892904
1,w,v1,-0.9957653205738474
4,k,m3,0.8760136324362343
2,z,e3,-0.4031732683462161
2,q,m3,1.0281687265785826
3,c,m4,-0.39431734306291066
4,t,r1,0.044735918001641624
2,d,l1,1.3965375993534996
4,m,i4,0.48365060974668883
1,j,r3,0.7135753437054462
3,k,g2,0.6262681843233969
4,e,m4,0.31614531884448127
2,l,g3,-1.5723964993042054
4,c,j3,0.7823748719295713
2,j,d3,0.2971088814312536
4,a,q1,0.5787764371720324
2,b,q4,-0.8494668354357399
3,q,y3,0.14807374383523236
4,b,c3,0.31974607425670576
3,n,c4,-0.4334830529794508
2,b,l3,0.5356817558221609
3,f,n1,-0.25103806260024125
4,m,a4,-0.9120762140413251
4,w,p2,-0.1542785756983464
2,v,s2,-2.4906643262620665
4,d,x3,-1.7145902388482857
2,m,u4,0.06781893626127491
2,t,x3,-1.0900238958534822
3,n,j4,-0.919371680156114
1,p,o2,1.7408844071644642
3,z,i1,-1.4422131100910451
4,s,h3,-0.6095044601235118
2,y,k3,0.9409056149391247
2,n,z4,0.4474062039279186
1,z,z3,1.019373253860602
4,d,e1,-0.34277428368684315
3,k,w1,-1.7427889015168712
4,t,r1,0.4552460260373567
1,g,c1,-0.49239486033023205
3,z,o3,-0.28709303438273387
4,s,n4,1.0349398910654235
2,g,k4,-0.10987487462946763
1,l,c2,0.7760672702253308
3,t,v2,0.8547532940502561
4,s,g1,-0.4148003701532662
1,y,j2,-1.5692146214324514
2,q,d4,0.4479894199537563
4,t,k2,0.9145758942333951
3,h,o4,-0.06761433396332493
4,h,p2,1.2036569328415905
4,q,v1,0.7769102028097641
1,x,k2,-0.7929026288013685
2,i,x1,-0.3546487582018036
3,l,w4,2.7094597254744115
3,n,k3,0.22647493239753097
2,r,b4,-0.229541316630594
2,o,f4,0.1956277434648125
3,t,o4,-0.7031595375911803
1,v,f3,-0.3794045577464906
4,s,k2,-0.577058030324147
2,n,f3,-0.09765398609630443
1,c,o2,-0.008343269954977419
4,z,w3,-0.270979710445026
4,c,w3,1.2531146736428038
2,m,d1,-0.8664561621307869
4,h,j4,1.4432028125579859
1,r,c2,0.0843666596648359
4,y,l4,0.6290324864929953
2,b,z2,-0.6102172645342702
1,p,w4,-0.2716915923282931
3,j,a3,-0.5513305014218062
2,y,h4,0.77139957235659
4,c,l3,0.07123895256725198
2,f,q2,-1.2081860437558556
4,s,e1,0.12122465321505789
1,w,d4,-0.250647146291765
3,x,c4,-0.42534147920303467
2,p,d1,-0.7821981328271009
4,l,z3,-0.20392563536918087
2,n,r4,-1.3618803943554498
1,o,c3,-2.3609484660587077
3,r,v3,0.47683097108562306
1,f,m1,-0.08809697691580713
1,m,i3,0.011168019816052178
2,j,g4,0.3643484863029181
3,h,o4,-0.46112414378285466
2,r,f1,1.227438017615581
3,v,q3,-1.263114018699157
1,q,u4,1.8724105528731163
3,a,p2,-0.2438466750426387
3,n,m3,0.37626133902016184
2,f,b2,0.9983432183232628
1,y,o2,-0.0016338252847197723
1,h,i1,0.2818108728963227
2,w,t3,0.47265865719625877
3,g,h2,0.26681593023327305
1,j,s1,1.6443227104663332
3,e,u3,-0.21725246136804266
3,a,d2,0.5735158782103489
4,t,i3,-0.119747884478655
4,f,w1,-0.2754253153255329
1,y,f1,-0.9368248570496256
1,t,i4,-0.5583534278206557
1,r,l2,-0.5167791124513086
2,s,m3,0.6177413403880699
1,k,s2,1.2173621655722726
4,b,k3,-0.6328123666962546
1,j,t4,-1.6630259673037893
4,q,q2,-0.02122227087063976
1,f,a4,-0.1658727995607638
4,k,w3,0.02401962725811797
1,n,o3,-0.06892346196531493
2,l,n4,1.4992185165901408
4,w,y3,-0.7450534423640623
2,p,d3,0.40444489795993016
2,z,e1,0.424403026405663
2,t,f4,0.2799256362150221
4,a,b4,0.5661870445267515
4,j,w1,0.35552106304205794
1,t,e4,-0.5264669979567088
1,s,e2,1.4796610082821264
3,r,t3,-0.5992906464699511
3,y,e3,-0.6345275006942409
4,z,x3,0.20741713615724447
2,v,e1,0.20215289701958167
4,y,m1,0.5274635375856862
4,e,j2,1.0855278286627126
4,o,c1,0.8776713766025148
2,p,v3,3.2230887698617057
1,m,u1,-0.6174886602100741
1,s,b4,1.3174643037656442
1,x,s4,0.5732412954956669
3,z,c2,-0.9542153841300035
1,n,z3,0.16880364217502616
2,e,z1,0.6366594797620576
3,q,b3,-0.12862309334501978
1,t,v1,0.5380854726389324
3,j,f1,-0.03166381601476964
3,j,u3,-0.841351398647336
3,l,z1,-0.5373990939984444
2,s,t3,0.607911531511222
4,b,s4,-1.4304299150013293
1,l,t4,0.17486173534431423
4,i,b1,2.1330631327040206
3,f,z2,-0.6247036902473376
4,u,d4,1.6911309737403757
2,b,m4,-0.9307009053600228
3,o,g3,-0.5517496252223246
1,u,k4,0.6804173928488019
3,s,j4,1.5304498803763307
1,s,e2,-2.028806177942092
3,e,i2,-1.2228394557880815
2,s,e3,-1.9370382336222733
3,b,u4,0.8021472818815897
4,f,y2,0.603565412829656
3,p,w3,0.8951092767978029
4,j,q4,-0.6601660334892441
2,i,r4,-0.38944891440340423
4,j,c1,-0.9539876080676439
4,g,z1,0.06488413987055108
4,c,i3,2.1990701473167866
1,u,p4,0.8926651434314798
3,k,r4,-0.22148892451386903
3,x,q3,0.21685854337817062
1,d,o1,-0.8543055314181156
1,x,x2,1.6548034751128189
3,j,u3,0.007578534284747837
2,n,v1,0.7409907808346664
4,w,i4,0.022558532142663353
1,i,e4,0.5765041386312441
1,n,k2,-2.161193312312025
2,y,z2,-0.6586921823650431
1,r,j3,0.33801222330729913
3,a,c3,0.8328629215699883
4,m,b4,0.16917186138406937
1,g,r4,-1.1019595103344153
3,w,i4,2.2011138315541032
1,i,x1,-0.8342616340688218
4,x,q1,0.7411909944928781
1,n,h2,-0.0150034261148522
3,s,v2,1.3990963512065708
3,c,n4,-0.4775984226744084
3,c,c1,0.05421681802884584
2,l,t3,-0.8328475504367797
3,v,f1,0.8182126921528818
4,t,c1,-0.5900995355999553
1,e,k4,0.7830231505008999
4,y,j3,-0.3257149085047237
1,c,n2,0.8031829951484364
4,y,c2,0.7130129503618351
3,y,i2,0.4132733743994257
2,u,x4,-0.6643999018039851
2,b,o3,2.105374179713197
3,c,c2,-0.8432350393664987
1,w,v1,0.5249247003768465
2,k,d3,0.26981473168329256
3,f,i1,0.009071069852266408
2,j,i4,0.7057692669281467
3,r,t2,0.7020598736130285
1,t,i3,-0.12946363903890318
4,u,t1,0.6634101746138004
3,w,j1,-0.0981854144199497
1,s,q4,-1.691872290102356
2,o,i3,0.3755214487766061
2,a,i1,0.19434731244781797
4,l,e4,-0.4973993240293749
2,o,x2,-1.2462049414701968
2,a,i4,-0.7440738339520743
1,v,j2,-0.01713630378690207
2,i,b4,-0.1814099567423874
2,o,r3,-0.00758939980894717
2,g,h4,-0.8834793934989286
1,r,o2,0.3115179871443271
4,m,z4,-0.35743755142010863
1,j,h4,-2.3979074443181476
2,f,f2,-0.5436066298565164
2,a,x4,-0.7219672916960623
2,t,k2,-0.2315453859298456
2,r,y4,0.44590789816064447
4,e,t1,-0.3158595625378794
4,v,m3,0.7530537950037299
4,j,v1,-0.871823236089631
2,m,r1,-1.5291281223609596
3,x,c1,-0.30359326230091643
3,a,s4,0.6970169600322161
1,x,b4,0.42081432909613325
3,w,k2,-0.0689669576025244
3,d,z1,1.4685315592859252
1,m,r4,0.7010539612382979
3,c,u2,1.7595853884290678
3,p,l3,0.5261866750259371
1,e,u3,1.4290517084233578
2,y,k4,-0.24848366062640673
4,s,v1,-0.8519222665664701
3,u,j2,-1.3689341985206736
4,y,f2,-1.5748005581026578
3,g,c3,-1.1729020058639625
3,a,u3,-0.3026378091853826
3,j,a1,1.284391041700096
4,w,p3,-1.4504347604258372
4,m,m1,1.13966994528519
